shop_id,date,date_block_num,item_id,item_price,item_cnt_day,revenue
1,2013-12-02,111,1278155,55198.0,124.0,58536.0
2,2013-01-01,0,241827,31287.0,24.0,31886.0
2,2013-01-03,46,156277,20440.999999999996,24.0,20739.999999999996
2,2013-01-04,48,127591,29379.0,14.0,28379.0
2,2013-01-05,84,181513,20440.25,23.0,23229.0
2,2013-01-06,145,378898,25587.0,31.0,26665.0
2,2013-01-07,126,213547,17734.0,22.0,18433.0
2,2013-01-08,91,73158,22980.0,13.0,22980.0
2,2013-01-09,328,366107,40657.5,50.0,44367.0
2,2013-01-10,99,75485,10821.0,22.0,29151.0
2,2013-01-11,200,172532,36178.0,27.0,51521.0
2,2013-01-12,330,203171,49623.333333300005,34.0,89676.9999999
2,2013-01-13,0,402247,50419.0,41.0,50718.0
2,2013-01-14,0,260424,30648.0,26.0,30648.0
2,2013-01-15,0,469616,48228.0,43.0,50227.0
2,2013-01-16,0,233948,21622.0,25.0,21652.0
2,2013-01-17,0,348994,19701.0,32.0,19701.0
2,2013-01-18,0,477622,54694.99999999999,51.0,56990.99999999999
2,2013-01-19,0,569155,45533.0,57.0,47431.0
2,2013-01-20,0,386343,56060.0,47.0,57059.0
2,2013-01-21,0,238512,26940.0,24.0,23760.0
2,2013-01-22,0,300629,20738.0,32.0,20813.0
2,2013-01-23,0,337291,37758.0,37.0,39078.0
2,2013-01-24,0,256775,26867.0,27.0,26867.0
2,2013-01-25,0,248489,13310.0,22.0,13310.0
2,2013-02-01,0,706069,73996.22,76.0,75023.79999999999
2,2013-02-03,40,164261,14995.0,21.0,15040.0
2,2013-02-04,48,78059,18264.0,15.0,19165.0
2,2013-02-05,100,234963,28158.0,26.0,37148.0
2,2013-02-06,145,252648,21359.5,34.0,22673.0
2,2013-02-07,144,265310,16381.0,26.0,17779.0
2,2013-02-08,168,215085,17541.5,28.0,18419.0
2,2013-02-09,200,178744,20433.0,36.0,32228.0
2,2013-02-10,81,73790,22897.0,11.0,28095.0
2,2013-02-11,270,200247,56421.0,38.0,85290.0
2,2013-02-12,154,97057,32376.0,14.0,32376.0
2,2013-02-13,24,210301,31124.0,27.0,37612.0
2,2013-02-14,24,231071,32359.0,24.0,32359.0
2,2013-02-15,12,80858,16228.33333333,14.0,18492.99999999
2,2013-02-16,34,286389,38811.0,36.0,39360.0
2,2013-02-17,34,252057,27130.0,35.0,27729.0
2,2013-02-18,18,175731,44915.0,18.0,44915.0
2,2013-02-19,14,85239,15187.5,19.0,23883.0
2,2013-02-20,25,242425,19948.0,28.0,22146.0
2,2013-02-21,12,72753,12830.0,13.0,14029.0
2,2013-02-22,37,305028,41502.5,39.0,43451.0
2,2013-02-23,65,517551,51514.33333333,72.0,57685.99999999
2,2013-02-24,22,143486,21130.0,23.0,22729.0
2,2013-02-25,9,60489,19873.0,9.0,19873.0
2,2013-02-26,10,50335,11931.0,11.0,13130.0
2,2013-02-27,17,144711,14933.0,18.0,16932.0
2,2013-02-28,11,85582,12231.0,11.0,12231.0
2,2013-03-01,0,617393,88430.85,96.0,110521.0
2,2013-03-03,68,295403,21807.0,33.0,20639.0
2,2013-03-04,69,197243,29590.0,23.0,29590.0
2,2013-03-05,76,202125,18622.0,19.0,18622.0
2,2013-03-06,105,156055,28446.0,21.0,28446.0
2,2013-03-07,126,183543,20327.0,21.0,20327.0
2,2013-03-08,224,204466,63354.5,44.0,68743.0
2,2013-03-09,288,223278,46376.5,48.0,57771.0
2,2013-03-10,99,93150,33773.0,11.0,33773.0
2,2013-03-11,300,182026,36625.0,38.0,46979.0
2,2013-03-12,154,154345,21086.0,16.0,26684.0
2,2013-03-13,40,126447,20429.5,23.0,25227.0
2,2013-03-14,42,123531,16822.573333333,25.0,23651.999999999
2,2013-03-15,56,253248,22278.5,42.0,35571.0
2,2013-03-16,54,190755,34747.5,33.0,41144.0
2,2013-03-17,58,212589,24850.999999999996,31.0,26748.999999999996
2,2013-03-18,26,111351,13862.0,13.0,13862.0
2,2013-03-19,38,135459,17541.15,28.0,21524.0
2,2013-03-20,20,104124,12170.0,10.0,12170.0
2,2013-03-21,20,97093,12972.0,13.0,18969.0
2,2013-03-22,32,121715,11345.0,17.0,12044.0
2,2013-03-23,70,341862,26802.0,36.0,27801.0
2,2013-03-24,74,266157,41562.149999999994,41.0,45219.0
2,2013-03-25,28,103535,7496.0,11.0,5249.0
2,2013-03-26,38,146929,17258.0,21.0,19156.0
2,2013-03-27,22,88759,8297.0,11.0,8297.0
2,2013-03-28,34,158619,15408.0,17.0,15408.0
2,2013-03-29,46,167813,17383.0,24.0,17783.0
2,2013-03-30,58,254499,24798.0,31.0,25996.0
2,2013-03-31,44,201365,25848.0,24.0,27496.0
2,2013-04-01,0,671477,58984.0,80.0,62854.0
2,2013-04-03,24,113765,11141.0,12.0,11141.0
2,2013-04-04,66,219549,15811.0,22.0,15811.0
2,2013-04-05,52,85598,8878.0,13.0,8878.0
2,2013-04-06,130,226400,22504.0,26.0,22504.0
2,2013-04-07,162,227685,42660.0,29.0,44658.0
2,2013-04-08,210,182331,48572.5,33.0,49920.0
2,2013-04-09,168,138924,22259.5,25.0,24212.0
2,2013-04-10,243,242676,33912.0,39.0,51112.0
2,2013-04-11,210,171535,22195.0,25.0,28597.0
2,2013-04-12,220,168167,36917.0,20.0,36917.0
2,2013-04-13,99,246151,33126.0,35.0,34684.0
2,2013-04-14,99,232705,50731.0,33.0,50731.0
2,2013-04-15,42,95822,10887.0,14.0,10887.0
2,2013-04-16,63,194545,18323.0,23.0,19801.0
2,2013-04-17,39,98951,9929.0,14.0,11128.0
2,2013-04-18,36,91545,14499.0,12.0,14499.0
2,2013-04-19,45,177698,16486.0,17.0,17284.0
2,2013-04-20,93,237248,28020.0,35.0,34416.0
2,2013-04-21,87,205023,26992.0,33.0,27182.0
2,2013-04-22,18,56014,7244.0,6.0,7244.0
2,2013-04-23,39,101420,8467.0,15.0,10545.0
2,2013-04-24,27,83905,4422.0,10.0,4721.0
2,2013-04-25,33,66392,11979.0,11.0,11979.0
2,2013-04-26,27,90731,5822.0,11.0,6420.0
2,2013-04-27,84,213853,23916.300000000003,30.0,25214.0
2,2013-04-28,54,159717,17315.0,18.0,17315.0
2,2013-04-29,30,75023,9840.0,10.0,9840.0
2,2013-04-30,81,215945,32546.0,27.0,32546.0
2,2013-05-01,0,609867,43607.0,72.0,50181.0
2,2013-05-03,64,246357,43064.0,34.0,45062.0
2,2013-05-04,48,114267,14746.0,16.0,14746.0
2,2013-05-05,48,94636,6060.0,12.0,6060.0
2,2013-05-06,60,77932,13078.0,12.0,13078.0
2,2013-05-07,204,299888,44980.0,35.0,45979.0
2,2013-05-08,105,98623,8643.0,19.0,9839.0
2,2013-05-09,176,152290,32391.5,24.0,32696.0
2,2013-05-10,342,326365,59428.0,45.0,70733.0
2,2013-05-11,210,104155,24085.0,42.0,46882.0
2,2013-05-12,198,126279,64296.0,19.0,82286.0
2,2013-05-13,72,147217,17914.0,18.0,17914.0
2,2013-05-14,68,158017,15217.0,19.0,15272.0
2,2013-05-15,80,135951,42634.0,20.0,42634.0
2,2013-05-16,36,65264,7191.0,9.0,7191.0
2,2013-05-17,100,188311,22658.0,30.0,25454.0
2,2013-05-18,100,206866,20148.0,25.0,20148.0
2,2013-05-19,100,186922,33767.0,27.0,34438.0
2,2013-05-20,44,105310,8740.0,11.0,8740.0
2,2013-05-21,60,139420,11010.0,15.0,11010.0
2,2013-05-22,28,50073,9504.0,7.0,9504.0
2,2013-05-23,60,133046,12216.0,15.0,12216.0
2,2013-05-24,32,72183,5818.0,8.0,5818.0
2,2013-05-25,76,166997,14046.0,20.0,14645.0
2,2013-05-26,76,146735,13243.0,19.0,13243.0
2,2013-05-27,40,54768,8990.0,10.0,8990.0
2,2013-05-28,80,104293,18050.0,22.0,18650.0
2,2013-05-29,96,206851,29774.0,24.0,29774.0
2,2013-05-30,60,155830,12822.0,15.0,12822.0
2,2013-05-31,60,125355,12645.0,15.0,12645.0
2,2013-06-01,0,444220,42699.0,63.0,48453.0
2,2013-06-03,50,174768,22852.0,25.0,22852.0
2,2013-06-04,114,283138,48481.75,42.0,49909.0
2,2013-06-05,28,57049,3742.0,7.0,3742.0
2,2013-06-06,60,130103,7545.0,12.0,7545.0
2,2013-06-07,222,251464,45434.0,45.0,51676.0
2,2013-06-08,147,157147,16227.0,25.0,17923.0
2,2013-06-09,104,105684,10667.0,14.0,11666.0
2,2013-06-10,333,272004,58275.0,46.0,69496.0
2,2013-06-11,140,87398,17633.0,20.0,21639.0
2,2013-06-12,341,287584,72022.0,37.0,119873.0
2,2013-06-13,110,216192,16556.9,24.0,16562.0
2,2013-06-14,145,297536,38806.25,44.0,76385.0
2,2013-06-15,175,307021,26755.0,39.0,36671.0
2,2013-06-16,275,520247,49670.99999999999,59.0,55048.0
2,2013-06-17,105,164536,18053.0,23.0,21701.0
2,2013-06-18,80,138307,18885.0,23.0,34505.0
2,2013-06-19,90,218638,22345.0,20.0,25643.0
2,2013-06-20,95,174291,14977.0,22.0,16120.0
2,2013-06-21,175,422443,21426.5,41.0,29677.0
2,2013-06-22,215,396958,37998.0,50.0,44069.0
2,2013-06-23,170,332875,34298.05,35.0,34398.0
2,2013-06-24,120,188423,18418.0,24.0,18418.0
2,2013-06-25,120,164497,24329.0,24.0,24329.0
2,2013-06-26,90,133003,24524.0,18.0,24524.0
2,2013-06-27,80,108231,24247.0,17.0,24946.0
2,2013-06-28,100,155667,14968.0,21.0,14973.0
2,2013-06-29,105,143994,28030.0,31.0,39620.0
2,2013-06-30,95,151567,18506.0,21.0,23704.0
2,2013-07-01,0,464262,48292.3,69.0,54592.0
2,2013-07-03,46,183752,23657.850000000002,25.0,27076.0
2,2013-07-04,87,208164,32938.0,29.0,32938.0
2,2013-07-05,40,69161,5740.0,11.0,6339.0
2,2013-07-06,110,178877,18395.0,22.0,18395.0
2,2013-07-07,276,337850,85485.0,49.0,87162.0
2,2013-07-08,280,376368,65208.0,46.0,73975.0
2,2013-07-09,176,200209,18108.0,26.0,20911.0
2,2013-07-10,189,193402,17417.0,23.0,17662.0
2,2013-07-11,160,124954,17690.0,18.0,20294.0
2,2013-07-12,440,270712,52446.666666670004,45.0,63431.00000001
2,2013-07-13,150,231539,13570.0,25.0,13570.0
2,2013-07-14,204,308984,58057.0,35.0,60656.0
2,2013-07-15,126,134973,19788.0,22.0,22387.0
2,2013-07-16,120,216852,16512.0,21.0,17211.0
2,2013-07-17,126,178576,16955.0,23.0,18959.0
2,2013-07-18,144,207871,32608.0,25.0,32807.0
2,2013-07-19,72,133076,8135.0,12.0,8135.0
2,2013-07-20,126,154884,17448.0,24.0,18182.0
2,2013-07-21,126,194861,16772.0,22.0,16961.0
2,2013-07-22,102,134718,25155.0,19.0,26043.0
2,2013-07-23,192,275122,26247.0,32.0,26247.0
2,2013-07-24,162,244076,34378.0,27.0,34378.0
2,2013-07-25,96,111021,15266.0,17.0,16856.0
2,2013-07-26,114,190952,13872.0,20.0,14121.0
2,2013-07-27,192,245020,29889.0,35.0,31276.0
2,2013-07-28,102,170379,25124.0,18.0,25623.0
2,2013-07-29,84,96022,25979.0,12.0,21981.0
2,2013-07-30,162,271566,28123.0,28.0,30022.0
2,2013-07-31,144,229025,11989.140000000001,25.0,12125.000000000002
2,2013-08-01,0,347327,33433.0,37.0,33812.0
2,2013-08-03,60,270581,33415.0,33.0,45465.0
2,2013-08-04,45,144287,11281.0,17.0,11925.0
2,2013-08-05,84,145693,36235.0,24.0,42023.0
2,2013-08-06,165,357148,30626.5,35.0,31256.0
2,2013-08-07,114,175840,14284.0,22.0,15537.0
2,2013-08-08,126,197423,9388.0,18.0,9388.0
2,2013-08-09,240,281872,38830.0,33.0,40539.0
2,2013-08-10,189,164481,32268.0,24.0,37265.0
2,2013-08-11,220,169100,29725.0,25.0,30878.0
2,2013-08-12,363,288394,40360.0,37.0,40968.0
2,2013-08-13,126,135170,15686.0,18.0,15686.0
2,2013-08-14,63,73082,8390.0,9.0,8390.0
2,2013-08-15,105,127631,26902.0,15.0,26902.0
2,2013-08-16,168,156591,41401.0,24.0,41401.0
2,2013-08-17,189,213998,26655.0,28.0,29254.0
2,2013-08-18,161,212980,18427.0,24.0,18626.0
2,2013-08-19,231,319768,49791.5,32.0,38811.0
2,2013-08-20,168,197574,13286.0,23.0,12673.5
2,2013-08-21,196,294604,15421.5,34.0,19212.0
2,2013-08-22,182,159601,34668.0,28.0,36416.0
2,2013-08-23,168,181566,18409.485,31.0,23434.0
2,2013-08-24,210,246319,25870.5,33.0,27474.000000000004
2,2013-08-25,301,314932,31235.0,45.0,32534.0
2,2013-08-26,196,170144,22095.0,32.0,24942.0
2,2013-08-27,189,178537,17631.0,29.0,17885.0
2,2013-08-28,175,165657,26321.0,26.0,30320.0
2,2013-08-29,189,229753,39764.0,29.0,41082.0
2,2013-08-30,217,277235,25531.0,37.0,33343.0
2,2013-08-31,273,330615,30989.575,45.0,36012.0
2,2013-09-01,0,366939,37893.0,31.0,37893.0
2,2013-09-02,33,289344,24951.0,36.0,28798.0
2,2013-09-03,38,174439,22813.0,19.0,22813.0
2,2013-09-04,39,101607,11989.0,13.0,11989.0
2,2013-09-05,76,140677,18927.0,19.0,18927.0
2,2013-09-06,160,223012,38264.0,33.0,38269.0
2,2013-09-07,144,205164,31458.0,24.0,31458.0
2,2013-09-08,196,185066,23371.0,31.0,25674.0
2,2013-09-09,56,73829,6074.0,8.0,7773.0
2,2013-09-10,162,86433,21823.0,24.0,30517.0
2,2013-09-11,270,138013,39153.0,34.0,55558.0
2,2013-09-12,165,107347,30187.0,12.0,22390.0
2,2013-09-13,136,125622,11804.0,18.0,12373.0
2,2013-09-14,240,191863,39087.00000000001,32.0,40265.00000000001
2,2013-09-15,192,183743,21021.0,28.0,23617.0
2,2013-09-16,64,69430,13324.0,8.0,13324.0
2,2013-09-17,184,227685,35566.0,27.0,38468.0
2,2013-09-18,248,302116,52472.458333329996,74.0,168659.99999996
2,2013-09-19,408,430086,61178.59210526,74.0,120484.99999994
2,2013-09-20,216,224426,35140.0,32.0,47895.0
2,2013-09-21,216,157443,30671.000000000004,32.0,39822.0
2,2013-09-22,312,340432,67531.66666667,44.0,75252.00000001
2,2013-09-23,120,104391,12777.0,17.0,17975.0
2,2013-09-24,176,129742,43175.0,36.0,72367.0
2,2013-09-25,128,85479,37263.0,19.0,44366.0
2,2013-09-26,168,137139,42668.0,36.0,75953.0
2,2013-09-27,120,78488,22136.0,23.0,38778.0
2,2013-09-28,264,265856,31789.0,48.0,59705.0
2,2013-09-29,264,275948,48696.0,42.0,64387.0
2,2013-09-30,96,86011,10144.0,12.0,10144.0
2,2013-10-01,0,232106,27839.0,31.0,27839.0
2,2013-10-02,28,235160,23542.813333333,30.0,24777.999999999
2,2013-10-03,66,307111,24007.0,35.0,24576.0
2,2013-10-04,21,60553,20736.0,9.0,21536.0
2,2013-10-05,104,185183,17074.85,27.0,17494.0
2,2013-10-06,80,135894,10747.0,17.0,11346.0
2,2013-10-07,138,173748,37278.0,23.0,37278.0
2,2013-10-08,133,193051,24629.0,20.0,25328.0
2,2013-10-09,216,210735,37715.0,27.0,37715.0
2,2013-10-10,135,117953,17538.0,19.0,27625.0
2,2013-10-11,340,280168,46515.0,36.0,50304.0
2,2013-10-12,341,207568,38292.0,33.0,41490.0
2,2013-10-13,225,223182,19163.859999999997,33.0,30301.999999999996
2,2013-10-14,54,67719,8594.0,6.0,8594.0
2,2013-10-15,135,123365,18924.0,17.0,22822.0
2,2013-10-16,72,67733,9183.0,8.0,9183.0
2,2013-10-17,108,120672,9135.0,12.0,9135.0
2,2013-10-18,171,159346,20169.0,19.0,20169.0
2,2013-10-19,396,444247,39963.0,49.0,43964.0
2,2013-10-20,396,325526,104933.0,47.0,111330.0
2,2013-10-21,180,160042,17461.0,22.0,20309.0
2,2013-10-22,72,58580,5542.0,6.0,5044.0
2,2013-10-23,180,164442,23116.0,22.0,23126.0
2,2013-10-24,108,97438,11575.0,16.0,16201.0
2,2013-10-25,198,172219,43538.0,27.0,47539.0
2,2013-10-26,216,144699,40805.0,31.0,46504.0
2,2013-10-27,225,192941,24602.0,27.0,27300.0
2,2013-10-28,126,135365,31277.0,16.0,35875.0
2,2013-10-29,225,148882,25672.0,63.0,74252.0
2,2013-10-30,117,70903,11352.0,22.0,19755.0
2,2013-10-31,243,197776,38830.0,35.0,51928.0
2,2013-11-01,0,411164,59173.833333333,54.0,61319.999999999
2,2013-11-02,13,111325,13217.0,13.0,13217.0
2,2013-11-03,36,153239,16088.0,18.0,16088.0
2,2013-11-04,48,137694,17299.0,16.0,17299.0
2,2013-11-05,64,139221,22539.0,16.0,22539.0
2,2013-11-06,125,229467,26485.0,26.0,27184.0
2,2013-11-07,150,207008,22194.0,27.0,22254.0
2,2013-11-08,231,247106,25443.065,37.0,28161.0
2,2013-11-09,160,189838,17380.0,22.0,19078.0
2,2013-11-10,126,123237,19363.0,22.0,33661.0
2,2013-11-11,140,126878,11992.0,14.0,11992.0
2,2013-11-12,220,158803,30796.0,21.0,32495.0
2,2013-11-13,170,126753,13371.0,20.0,13980.0
2,2013-11-14,190,127357,37349.0,20.0,39848.0
2,2013-11-15,270,266685,28539.0,29.0,28549.0
2,2013-11-16,290,214478,29587.0,30.0,30186.0
2,2013-11-17,340,274327,53677.0,35.0,56276.0
2,2013-11-18,170,200915,20330.0,20.0,34218.0
2,2013-11-19,240,229070,19223.0,29.0,22336.0
2,2013-11-20,130,145312,13358.0,15.0,14306.0
2,2013-11-21,130,99901,19398.0,25.0,54126.0
2,2013-11-22,290,263092,41278.0,36.0,48171.0
2,2013-11-23,130,66709,16247.0,20.0,29880.0
2,2013-11-24,210,124707,33658.0,28.0,41201.0
2,2013-11-25,160,114522,27016.0,17.0,29815.0
2,2013-11-26,150,155610,24276.0,16.0,28575.0
2,2013-11-27,160,129013,17210.0,17.0,18009.0
2,2013-11-28,140,79147,15761.0,17.0,19408.0
2,2013-11-29,400,341991,56545.333333300005,107.0,665174.999999
2,2013-11-30,390,392017,63803.0,50.0,149568.0
2,2013-12-01,0,382344,30707.25,49.0,32435.0
2,2013-12-02,12,96385,8988.0,12.0,8988.0
2,2013-12-03,24,61056,20242.0,23.0,38141.0
2,2013-12-04,39,92914,15137.0,13.0,15137.0
2,2013-12-05,100,246142,15822.0,27.0,16320.0
2,2013-12-06,120,168111,16926.333333333,27.0,18689.999999999
2,2013-12-07,258,437630,26472.0,42.0,23791.0
2,2013-12-08,126,117608,27826.5,19.0,28126.0
2,2013-12-09,216,194227,26384.0,30.0,28393.0
2,2013-12-10,261,211426,30692.0,31.0,33590.0
2,2013-12-11,120,45489,14517.0,14.0,17815.0
2,2013-12-12,154,121194,20591.0,19.0,23210.0
2,2013-12-13,275,281015,19631.0,25.0,19631.0
2,2013-12-14,429,320602,37998.0,44.0,44005.0
2,2013-12-15,495,332321,60004.0,45.0,60004.0
2,2013-12-16,198,133503,40186.0,18.0,40186.0
2,2013-12-17,187,114633,44297.4285714,23.0,161665.99999980003
2,2013-12-18,396,269062,71056.15,49.0,230927.0
2,2013-12-19,451,297287,77563.0,45.0,85009.0
2,2013-12-20,374,319679,70639.0,37.0,149409.0
2,2013-12-21,539,435245,99750.0,56.0,136484.0
2,2013-12-22,517,427948,89615.0,52.0,94616.0
2,2013-12-23,352,286817,57491.0,37.0,58404.0
2,2013-12-24,319,198042,69563.0,35.0,186021.0
2,2013-12-25,550,364482,92146.0,54.0,104896.0
2,2013-12-26,473,350136,49715.0,44.0,49720.0
2,2013-12-27,594,477495,90418.0,60.0,124100.0
2,2013-12-28,1199,823895,174833.33333333302,133.0,228847.99999999898
2,2013-12-29,869,641802,168650.0,101.0,226957.0
2,2013-12-30,902,621998,134604.24,99.0,173238.0
2,2013-12-31,594,443774,74636.0,58.0,79782.0
2,2014-01-01,372,224993,46157.0,31.0,46157.0
2,2014-01-02,377,209657,47194.0,31.0,47204.0
2,2014-01-03,462,270974,27350.666666667,38.0,34779.000000001004
2,2014-01-04,375,165821,56875.0,25.0,82666.0
2,2014-01-05,240,114003,32416.0,18.0,35113.0
2,2014-01-06,816,419320,55104.516666667,56.0,69620.000000001
2,2014-01-07,234,67941,10928.0,14.0,11127.0
2,2014-01-08,361,171297,20329.0,23.0,26931.0
2,2014-01-09,420,138107,25648.0,18.0,14451.0
2,2014-01-10,231,71339,17889.0,13.0,21987.0
2,2014-01-11,528,179435,36923.0,25.0,37422.0
2,2014-01-12,207,45159,19592.0,10.0,22791.0
2,2014-01-13,168,63518,25647.0,14.0,25647.0
2,2014-01-14,204,96470,22424.0,20.0,28712.0
2,2014-01-15,180,76931,25386.0,16.0,27985.0
2,2014-01-16,180,115919,9041.0,15.0,9041.0
2,2014-01-17,252,215832,19084.0,22.0,19983.0
2,2014-01-18,516,400622,40597.0,42.0,40198.0
2,2014-01-19,300,257471,30650.0,27.0,31284.0
2,2014-01-20,108,68872,15573.0,9.0,15573.0
2,2014-01-21,192,118869,14350.0,17.0,16949.0
2,2014-01-22,144,109442,14175.0,12.0,14175.0
2,2014-01-23,216,146120,38520.0,18.0,38520.0
2,2014-01-24,348,254854,35878.0,26.0,9397.0
2,2014-01-25,576,371325,55772.0,51.0,57269.0
2,2014-01-26,408,333554,37453.0,35.0,37458.0
